Time,Eval,TimeUsed,Moves,Board
21,0.16,"(2.4, 8.8)",[],rnbqkbnr/ppp2ppp/3p4/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 1 3
22,0.16,"(2.4, 8.8)",[],rnbqkbnr/ppp2ppp/3p4/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 1 3
23,0.16,"(2.4, 8.8)",[],rnbqkbnr/ppp2ppp/3p4/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 1 3
24,0.16,"(2.4, 8.8)",[],rnbqkbnr/ppp2ppp/3p4/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 1 3
25,1.89,"(2.4, 22.6)",['f7f6'],rnbqkbnr/ppp3pp/3p1p2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4
26,1.89,"(2.4, 22.6)",[],rnbqkbnr/ppp3pp/3p1p2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4
27,1.89,"(2.4, 22.6)",[],rnbqkbnr/ppp3pp/3p1p2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4
28,1.89,"(2.4, 22.6)",[],rnbqkbnr/ppp3pp/3p1p2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4
29,1.89,"(2.4, 22.6)",[],rnbqkbnr/ppp3pp/3p1p2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4
30,0.29,"(6.7, 22.6)",['d2d3'],rnbqkbnr/ppp3pp/3p1p2/4p3/4P3/2NP1N2/PPP2PPP/R1BQKB1R b KQkq - 0 4
31,0.29,"(6.7, 22.6)",[],rnbqkbnr/ppp3pp/3p1p2/4p3/4P3/2NP1N2/PPP2PPP/R1BQKB1R b KQkq - 0 4
32,0.29,"(6.7, 22.6)",[],rnbqkbnr/ppp3pp/3p1p2/4p3/4P3/2NP1N2/PPP2PPP/R1BQKB1R b KQkq - 0 4
33,0.29,"(6.7, 22.6)",[],rnbqkbnr/ppp3pp/3p1p2/4p3/4P3/2NP1N2/PPP2PPP/R1BQKB1R b KQkq - 0 4
34,0.29,"(6.7, 22.6)",[],rnbqkbnr/ppp3pp/3p1p2/4p3/4P3/2NP1N2/PPP2PPP/R1BQKB1R b KQkq - 0 4
35,0.29,"(6.7, 22.6)",[],rnbqkbnr/ppp3pp/3p1p2/4p3/4P3/2NP1N2/PPP2PPP/R1BQKB1R b KQkq - 0 4
36,0.29,"(6.7, 22.6)",[],rnbqkbnr/ppp3pp/3p1p2/4p3/4P3/2NP1N2/PPP2PPP/R1BQKB1R b KQkq - 0 4
37,0.29,"(6.7, 22.6)",[],rnbqkbnr/ppp3pp/3p1p2/4p3/4P3/2NP1N2/PPP2PPP/R1BQKB1R b KQkq - 0 4
38,0.29,"(6.7, 22.6)",[],rnbqkbnr/ppp3pp/3p1p2/4p3/4P3/2NP1N2/PPP2PPP/R1BQKB1R b KQkq - 0 4
39,0.29,"(6.7, 22.6)",[],rnbqkbnr/ppp3pp/3p1p2/4p3/4P3/2NP1N2/PPP2PPP/R1BQKB1R b KQkq - 0 4
40,0.29,"(6.7, 22.6)",[],rnbqkbnr/ppp3pp/3p1p2/4p3/4P3/2NP1N2/PPP2PPP/R1BQKB1R b KQkq - 0 4
41,0.29,"(6.7, 22.6)",[],rnbqkbnr/ppp3pp/3p1p2/4p3/4P3/2NP1N2/PPP2PPP/R1BQKB1R b KQkq - 0 4
42,0.29,"(6.7, 22.6)",[],rnbqkbnr/ppp3pp/3p1p2/4p3/4P3/2NP1N2/PPP2PPP/R1BQKB1R b KQkq - 0 4
43,1.99,"(6.7, 35.7)",['f8e7'],rnbqk1nr/ppp1b1pp/3p1p2/4p3/4P3/2NP1N2/PPP2PPP/R1BQKB1R w KQkq - 1 5
44,0.61,"(8.0, 35.7)",['f1e2'],rnbqk1nr/ppp1b1pp/3p1p2/4p3/4P3/2NP1N2/PPP1BPPP/R1BQK2R b KQkq - 2 5
45,0.61,"(8.0, 35.7)",[],rnbqk1nr/ppp1b1pp/3p1p2/4p3/4P3/2NP1N2/PPP1BPPP/R1BQK2R b KQkq - 2 5
46,0.61,"(8.0, 35.7)",[],rnbqk1nr/ppp1b1pp/3p1p2/4p3/4P3/2NP1N2/PPP1BPPP/R1BQK2R b KQkq - 2 5
47,0.61,"(8.0, 35.7)",[],rnbqk1nr/ppp1b1pp/3p1p2/4p3/4P3/2NP1N2/PPP1BPPP/R1BQK2R b KQkq - 2 5
48,0.61,"(8.0, 35.7)",[],rnbqk1nr/ppp1b1pp/3p1p2/4p3/4P3/2NP1N2/PPP1BPPP/R1BQK2R b KQkq - 2 5
49,0.61,"(8.0, 35.7)",[],rnbqk1nr/ppp1b1pp/3p1p2/4p3/4P3/2NP1N2/PPP1BPPP/R1BQK2R b KQkq - 2 5
50,0.61,"(8.0, 35.7)",[],rnbqk1nr/ppp1b1pp/3p1p2/4p3/4P3/2NP1N2/PPP1BPPP/R1BQK2R b KQkq - 2 5
51,0.61,"(8.0, 35.7)",[],rnbqk1nr/ppp1b1pp/3p1p2/4p3/4P3/2NP1N2/PPP1BPPP/R1BQK2R b KQkq - 2 5
52,0.61,"(8.0, 35.7)",[],rnbqk1nr/ppp1b1pp/3p1p2/4p3/4P3/2NP1N2/PPP1BPPP/R1BQK2R b KQkq - 2 5
53,0.61,"(8.0, 35.7)",[],rnbqk1nr/ppp1b1pp/3p1p2/4p3/4P3/2NP1N2/PPP1BPPP/R1BQK2R b KQkq - 2 5
54,1.48,"(8.0, 45.3)",['b8c6'],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/2NP1N2/PPP1BPPP/R1BQK2R w KQkq - 3 6
55,1.48,"(8.0, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/2NP1N2/PPP1BPPP/R1BQK2R w KQkq - 3 6
56,1.48,"(8.0, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/2NP1N2/PPP1BPPP/R1BQK2R w KQkq - 3 6
57,1.48,"(8.0, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/2NP1N2/PPP1BPPP/R1BQK2R w KQkq - 3 6
58,1.48,"(8.0, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/2NP1N2/PPP1BPPP/R1BQK2R w KQkq - 3 6
59,1.48,"(8.0, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/2NP1N2/PPP1BPPP/R1BQK2R w KQkq - 3 6
60,1.48,"(8.0, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/2NP1N2/PPP1BPPP/R1BQK2R w KQkq - 3 6
61,1.48,"(8.0, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/2NP1N2/PPP1BPPP/R1BQK2R w KQkq - 3 6
62,1.48,"(8.0, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/2NP1N2/PPP1BPPP/R1BQK2R w KQkq - 3 6
63,1.48,"(8.0, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/2NP1N2/PPP1BPPP/R1BQK2R w KQkq - 3 6
64,-0.28,"(18.4, 45.3)",['b2b3'],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/1PNP1N2/P1P1BPPP/R1BQK2R b KQkq - 0 6
65,-0.28,"(18.4, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/1PNP1N2/P1P1BPPP/R1BQK2R b KQkq - 0 6
66,-0.28,"(18.4, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/1PNP1N2/P1P1BPPP/R1BQK2R b KQkq - 0 6
67,-0.28,"(18.4, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/1PNP1N2/P1P1BPPP/R1BQK2R b KQkq - 0 6
68,-0.28,"(18.4, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/1PNP1N2/P1P1BPPP/R1BQK2R b KQkq - 0 6
69,-0.28,"(18.4, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/1PNP1N2/P1P1BPPP/R1BQK2R b KQkq - 0 6
70,-0.28,"(18.4, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/1PNP1N2/P1P1BPPP/R1BQK2R b KQkq - 0 6
71,-0.28,"(18.4, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/1PNP1N2/P1P1BPPP/R1BQK2R b KQkq - 0 6
72,-0.28,"(18.4, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/1PNP1N2/P1P1BPPP/R1BQK2R b KQkq - 0 6
73,-0.28,"(18.4, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/1PNP1N2/P1P1BPPP/R1BQK2R b KQkq - 0 6
74,-0.28,"(18.4, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/1PNP1N2/P1P1BPPP/R1BQK2R b KQkq - 0 6
75,-0.28,"(18.4, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/1PNP1N2/P1P1BPPP/R1BQK2R b KQkq - 0 6
76,-0.28,"(18.4, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/1PNP1N2/P1P1BPPP/R1BQK2R b KQkq - 0 6
77,-0.28,"(18.4, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/1PNP1N2/P1P1BPPP/R1BQK2R b KQkq - 0 6
78,-0.28,"(18.4, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/1PNP1N2/P1P1BPPP/R1BQK2R b KQkq - 0 6
79,-0.28,"(18.4, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/1PNP1N2/P1P1BPPP/R1BQK2R b KQkq - 0 6
80,-0.28,"(18.4, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/1PNP1N2/P1P1BPPP/R1BQK2R b KQkq - 0 6
81,-0.28,"(18.4, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/1PNP1N2/P1P1BPPP/R1BQK2R b KQkq - 0 6
82,-0.28,"(18.4, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/1PNP1N2/P1P1BPPP/R1BQK2R b KQkq - 0 6
83,-0.28,"(18.4, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/1PNP1N2/P1P1BPPP/R1BQK2R b KQkq - 0 6
84,-0.28,"(18.4, 45.3)",[],r1bqk1nr/ppp1b1pp/2np1p2/4p3/4P3/1PNP1N2/P1P1BPPP/R1BQK2R b KQkq - 0 6
85,1.25,"(18.4, 65.9)",['c6d4'],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/P1P1BPPP/R1BQK2R w KQkq - 1 7
86,1.25,"(18.4, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/P1P1BPPP/R1BQK2R w KQkq - 1 7
87,1.25,"(18.4, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/P1P1BPPP/R1BQK2R w KQkq - 1 7
88,1.25,"(18.4, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/P1P1BPPP/R1BQK2R w KQkq - 1 7
89,1.25,"(18.4, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/P1P1BPPP/R1BQK2R w KQkq - 1 7
90,1.25,"(18.4, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/P1P1BPPP/R1BQK2R w KQkq - 1 7
91,1.25,"(18.4, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/P1P1BPPP/R1BQK2R w KQkq - 1 7
92,1.25,"(18.4, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/P1P1BPPP/R1BQK2R w KQkq - 1 7
93,1.25,"(18.4, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/P1P1BPPP/R1BQK2R w KQkq - 1 7
94,1.25,"(18.4, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/P1P1BPPP/R1BQK2R w KQkq - 1 7
95,1.25,"(18.4, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/P1P1BPPP/R1BQK2R w KQkq - 1 7
96,1.25,"(18.4, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/P1P1BPPP/R1BQK2R w KQkq - 1 7
97,1.25,"(18.4, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/P1P1BPPP/R1BQK2R w KQkq - 1 7
98,1.25,"(18.4, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/P1P1BPPP/R1BQK2R w KQkq - 1 7
99,1.25,"(18.4, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/P1P1BPPP/R1BQK2R w KQkq - 1 7
100,1.25,"(18.4, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/P1P1BPPP/R1BQK2R w KQkq - 1 7
101,1.25,"(18.4, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/P1P1BPPP/R1BQK2R w KQkq - 1 7
102,1.25,"(18.4, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/P1P1BPPP/R1BQK2R w KQkq - 1 7
103,1.25,"(18.4, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/P1P1BPPP/R1BQK2R w KQkq - 1 7
104,1.25,"(18.4, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/P1P1BPPP/R1BQK2R w KQkq - 1 7
105,1.25,"(18.4, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/P1P1BPPP/R1BQK2R w KQkq - 1 7
106,0.19,"(39.5, 65.9)",['c1b2'],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
107,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
108,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
109,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
110,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
111,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
112,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
113,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
114,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
115,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
116,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
117,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
118,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
119,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
120,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
121,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
122,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
123,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
124,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
125,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
126,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
127,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
128,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
129,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
130,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
131,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
132,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
133,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
134,0.19,"(39.5, 65.9)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/3nP3/1PNP1N2/PBP1BPPP/R2QK2R b KQkq - 2 7
135,0.25,"(39.5, 94.7)",['d4e2'],r1bqk1nr/ppp1b1pp/3p1p2/4p3/4P3/1PNP1N2/PBP1nPPP/R2QK2R w KQkq - 0 8
136,0.25,"(39.5, 94.7)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/4P3/1PNP1N2/PBP1nPPP/R2QK2R w KQkq - 0 8
137,0.25,"(39.5, 94.7)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/4P3/1PNP1N2/PBP1nPPP/R2QK2R w KQkq - 0 8
138,0.17,"(42.6, 94.7)",['d1e2'],r1bqk1nr/ppp1b1pp/3p1p2/4p3/4P3/1PNP1N2/PBP1QPPP/R3K2R b KQkq - 0 8
139,0.17,"(42.6, 94.7)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/4P3/1PNP1N2/PBP1QPPP/R3K2R b KQkq - 0 8
140,0.17,"(42.6, 94.7)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/4P3/1PNP1N2/PBP1QPPP/R3K2R b KQkq - 0 8
141,0.17,"(42.6, 94.7)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/4P3/1PNP1N2/PBP1QPPP/R3K2R b KQkq - 0 8
142,0.17,"(42.6, 94.7)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/4P3/1PNP1N2/PBP1QPPP/R3K2R b KQkq - 0 8
143,0.17,"(42.6, 94.7)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/4P3/1PNP1N2/PBP1QPPP/R3K2R b KQkq - 0 8
144,0.17,"(42.6, 94.7)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/4P3/1PNP1N2/PBP1QPPP/R3K2R b KQkq - 0 8
145,0.17,"(42.6, 94.7)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/4P3/1PNP1N2/PBP1QPPP/R3K2R b KQkq - 0 8
146,0.17,"(42.6, 94.7)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/4P3/1PNP1N2/PBP1QPPP/R3K2R b KQkq - 0 8
147,0.17,"(42.6, 94.7)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/4P3/1PNP1N2/PBP1QPPP/R3K2R b KQkq - 0 8
148,0.17,"(42.6, 94.7)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/4P3/1PNP1N2/PBP1QPPP/R3K2R b KQkq - 0 8
149,0.17,"(42.6, 94.7)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/4P3/1PNP1N2/PBP1QPPP/R3K2R b KQkq - 0 8
150,0.17,"(42.6, 94.7)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/4P3/1PNP1N2/PBP1QPPP/R3K2R b KQkq - 0 8
151,0.17,"(42.6, 94.7)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/4P3/1PNP1N2/PBP1QPPP/R3K2R b KQkq - 0 8
152,0.17,"(42.6, 94.7)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/4P3/1PNP1N2/PBP1QPPP/R3K2R b KQkq - 0 8
153,0.17,"(42.6, 94.7)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/4P3/1PNP1N2/PBP1QPPP/R3K2R b KQkq - 0 8
154,0.17,"(42.6, 94.7)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/4P3/1PNP1N2/PBP1QPPP/R3K2R b KQkq - 0 8
155,0.17,"(42.6, 94.7)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/4P3/1PNP1N2/PBP1QPPP/R3K2R b KQkq - 0 8
156,0.17,"(42.6, 94.7)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/4P3/1PNP1N2/PBP1QPPP/R3K2R b KQkq - 0 8
157,0.17,"(42.6, 94.7)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/4P3/1PNP1N2/PBP1QPPP/R3K2R b KQkq - 0 8
158,0.17,"(42.6, 94.7)",[],r1bqk1nr/ppp1b1pp/3p1p2/4p3/4P3/1PNP1N2/PBP1QPPP/R3K2R b KQkq - 0 8
159,0.99,"(42.6, 115.8)",['c8g4'],r2qk1nr/ppp1b1pp/3p1p2/4p3/4P1b1/1PNP1N2/PBP1QPPP/R3K2R w KQkq - 1 9
160,0.99,"(42.6, 115.8)",[],r2qk1nr/ppp1b1pp/3p1p2/4p3/4P1b1/1PNP1N2/PBP1QPPP/R3K2R w KQkq - 1 9
161,0.99,"(42.6, 115.8)",[],r2qk1nr/ppp1b1pp/3p1p2/4p3/4P1b1/1PNP1N2/PBP1QPPP/R3K2R w KQkq - 1 9
