Time,Eval,TimeUsed,Moves,Board
22,0.41,"(11.1, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 3
23,0.41,"(11.1, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 3
24,0.41,"(11.1, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 3
25,0.09,"(19.2, 5.4)",['f1c4'],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
26,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
27,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
28,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
29,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
30,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
31,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
32,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
33,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
34,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
35,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
36,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
37,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
38,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
39,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
40,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
41,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
42,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
43,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
44,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
45,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
46,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
47,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
48,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
49,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
50,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
51,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
52,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
53,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
54,0.09,"(19.2, 5.4)",[],rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3
55,0.86,"(19.2, 35.4)",['c7c6'],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
56,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
57,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
58,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
59,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
60,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
61,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
62,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
63,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
64,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
65,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
66,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
67,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
68,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
69,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
70,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
71,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
72,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
73,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
74,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
75,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
76,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
77,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
78,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
79,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
80,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
81,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
82,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
83,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
84,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
85,0.86,"(19.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 4
86,0.01,"(50.2, 35.4)",['g1f3'],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 4
87,0.01,"(50.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 4
88,0.01,"(50.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 4
89,0.01,"(50.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 4
90,0.01,"(50.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 4
91,0.01,"(50.2, 35.4)",[],rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 4
92,0.41,"(50.2, 41.0)",['d7d5'],rnbqkb1r/pp3ppp/2p2n2/3pp3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5
93,0.41,"(50.2, 41.0)",[],rnbqkb1r/pp3ppp/2p2n2/3pp3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5
94,0.41,"(50.2, 41.0)",[],rnbqkb1r/pp3ppp/2p2n2/3pp3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5
95,0.41,"(50.2, 41.0)",[],rnbqkb1r/pp3ppp/2p2n2/3pp3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5
96,0.41,"(50.2, 41.0)",[],rnbqkb1r/pp3ppp/2p2n2/3pp3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5
97,0.41,"(50.2, 41.0)",[],rnbqkb1r/pp3ppp/2p2n2/3pp3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5
98,0.41,"(50.2, 41.0)",[],rnbqkb1r/pp3ppp/2p2n2/3pp3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5
99,0.41,"(50.2, 41.0)",[],rnbqkb1r/pp3ppp/2p2n2/3pp3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5
100,0.41,"(50.2, 41.0)",[],rnbqkb1r/pp3ppp/2p2n2/3pp3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5
101,0.41,"(50.2, 41.0)",[],rnbqkb1r/pp3ppp/2p2n2/3pp3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5
102,0.41,"(50.2, 41.0)",[],rnbqkb1r/pp3ppp/2p2n2/3pp3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5
103,0.41,"(50.2, 41.0)",[],rnbqkb1r/pp3ppp/2p2n2/3pp3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5
104,0.41,"(50.2, 41.0)",[],rnbqkb1r/pp3ppp/2p2n2/3pp3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5
105,0.41,"(50.2, 41.0)",[],rnbqkb1r/pp3ppp/2p2n2/3pp3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5
106,0.41,"(50.2, 41.0)",[],rnbqkb1r/pp3ppp/2p2n2/3pp3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5
107,0.41,"(50.2, 41.0)",[],rnbqkb1r/pp3ppp/2p2n2/3pp3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5
108,0.41,"(50.2, 41.0)",[],rnbqkb1r/pp3ppp/2p2n2/3pp3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5
109,0.41,"(50.2, 41.0)",[],rnbqkb1r/pp3ppp/2p2n2/3pp3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5
110,0.41,"(50.2, 41.0)",[],rnbqkb1r/pp3ppp/2p2n2/3pp3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5
111,0.41,"(50.2, 41.0)",[],rnbqkb1r/pp3ppp/2p2n2/3pp3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5
112,0.41,"(50.2, 41.0)",[],rnbqkb1r/pp3ppp/2p2n2/3pp3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5
113,0.0,"(71.8, 41.0)",['e4d5'],rnbqkb1r/pp3ppp/2p2n2/3Pp3/2B5/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 0 5
114,1.01,"(71.8, 42.2)",['c6d5'],rnbqkb1r/pp3ppp/5n2/3pp3/2B5/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 6
115,1.01,"(71.8, 42.2)",[],rnbqkb1r/pp3ppp/5n2/3pp3/2B5/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 6
116,1.01,"(71.8, 42.2)",[],rnbqkb1r/pp3ppp/5n2/3pp3/2B5/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 6
117,1.01,"(71.8, 42.2)",[],rnbqkb1r/pp3ppp/5n2/3pp3/2B5/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 6
118,1.01,"(71.8, 42.2)",[],rnbqkb1r/pp3ppp/5n2/3pp3/2B5/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 6
119,1.01,"(71.8, 42.2)",[],rnbqkb1r/pp3ppp/5n2/3pp3/2B5/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 6
120,1.01,"(71.8, 42.2)",[],rnbqkb1r/pp3ppp/5n2/3pp3/2B5/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 6
121,1.01,"(71.8, 42.2)",[],rnbqkb1r/pp3ppp/5n2/3pp3/2B5/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 6
122,1.01,"(71.8, 42.2)",[],rnbqkb1r/pp3ppp/5n2/3pp3/2B5/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 6
123,1.01,"(71.8, 42.2)",[],rnbqkb1r/pp3ppp/5n2/3pp3/2B5/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 6
124,1.01,"(71.8, 42.2)",[],rnbqkb1r/pp3ppp/5n2/3pp3/2B5/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 6
125,1.01,"(71.8, 42.2)",[],rnbqkb1r/pp3ppp/5n2/3pp3/2B5/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 6
126,1.01,"(71.8, 42.2)",[],rnbqkb1r/pp3ppp/5n2/3pp3/2B5/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 6
127,1.01,"(71.8, 42.2)",[],rnbqkb1r/pp3ppp/5n2/3pp3/2B5/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 6
128,0.71,"(85.1, 42.2)",['c4b5'],rnbqkb1r/pp3ppp/5n2/1B1pp3/8/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 6
129,0.71,"(85.1, 42.2)",[],rnbqkb1r/pp3ppp/5n2/1B1pp3/8/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 6
130,0.71,"(85.1, 42.2)",[],rnbqkb1r/pp3ppp/5n2/1B1pp3/8/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 6
131,0.71,"(85.1, 42.2)",[],rnbqkb1r/pp3ppp/5n2/1B1pp3/8/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 6
132,0.71,"(85.1, 42.2)",[],rnbqkb1r/pp3ppp/5n2/1B1pp3/8/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 6
133,0.71,"(85.1, 42.2)",[],rnbqkb1r/pp3ppp/5n2/1B1pp3/8/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 6
134,0.71,"(85.1, 42.2)",[],rnbqkb1r/pp3ppp/5n2/1B1pp3/8/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 6
135,0.71,"(85.1, 42.2)",[],rnbqkb1r/pp3ppp/5n2/1B1pp3/8/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 6
136,0.71,"(85.1, 42.2)",[],rnbqkb1r/pp3ppp/5n2/1B1pp3/8/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 6
137,0.79,"(85.1, 51.6)",['c8d7'],rn1qkb1r/pp1b1ppp/5n2/1B1pp3/8/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 2 7
138,0.79,"(85.1, 51.6)",[],rn1qkb1r/pp1b1ppp/5n2/1B1pp3/8/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 2 7
139,0.79,"(85.1, 51.6)",[],rn1qkb1r/pp1b1ppp/5n2/1B1pp3/8/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 2 7
140,0.79,"(85.1, 51.6)",[],rn1qkb1r/pp1b1ppp/5n2/1B1pp3/8/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 2 7
141,0.79,"(85.1, 51.6)",[],rn1qkb1r/pp1b1ppp/5n2/1B1pp3/8/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 2 7
142,0.83,"(89.7, 51.6)",['f3e5'],rn1qkb1r/pp1b1ppp/5n2/1B1pN3/8/2N5/PPPP1PPP/R1BQK2R b KQkq - 0 7
143,0.83,"(89.7, 51.6)",[],rn1qkb1r/pp1b1ppp/5n2/1B1pN3/8/2N5/PPPP1PPP/R1BQK2R b KQkq - 0 7
144,0.83,"(89.7, 51.6)",[],rn1qkb1r/pp1b1ppp/5n2/1B1pN3/8/2N5/PPPP1PPP/R1BQK2R b KQkq - 0 7
145,0.83,"(89.7, 51.6)",[],rn1qkb1r/pp1b1ppp/5n2/1B1pN3/8/2N5/PPPP1PPP/R1BQK2R b KQkq - 0 7
146,0.83,"(89.7, 51.6)",[],rn1qkb1r/pp1b1ppp/5n2/1B1pN3/8/2N5/PPPP1PPP/R1BQK2R b KQkq - 0 7
147,0.83,"(89.7, 51.6)",[],rn1qkb1r/pp1b1ppp/5n2/1B1pN3/8/2N5/PPPP1PPP/R1BQK2R b KQkq - 0 7
148,0.83,"(89.7, 51.6)",[],rn1qkb1r/pp1b1ppp/5n2/1B1pN3/8/2N5/PPPP1PPP/R1BQK2R b KQkq - 0 7
149,1.21,"(89.7, 59.0)",['d7b5'],rn1qkb1r/pp3ppp/5n2/1b1pN3/8/2N5/PPPP1PPP/R1BQK2R w KQkq - 0 8
150,1.21,"(89.7, 59.0)",[],rn1qkb1r/pp3ppp/5n2/1b1pN3/8/2N5/PPPP1PPP/R1BQK2R w KQkq - 0 8
151,1.21,"(89.7, 59.0)",[],rn1qkb1r/pp3ppp/5n2/1b1pN3/8/2N5/PPPP1PPP/R1BQK2R w KQkq - 0 8
152,1.21,"(89.7, 59.0)",[],rn1qkb1r/pp3ppp/5n2/1b1pN3/8/2N5/PPPP1PPP/R1BQK2R w KQkq - 0 8
153,1.21,"(89.7, 59.0)",[],rn1qkb1r/pp3ppp/5n2/1b1pN3/8/2N5/PPPP1PPP/R1BQK2R w KQkq - 0 8
154,1.21,"(89.7, 59.0)",[],rn1qkb1r/pp3ppp/5n2/1b1pN3/8/2N5/PPPP1PPP/R1BQK2R w KQkq - 0 8
155,1.11,"(95.4, 59.0)",['c3b5'],rn1qkb1r/pp3ppp/5n2/1N1pN3/8/8/PPPP1PPP/R1BQK2R b KQkq - 0 8
156,1.11,"(95.4, 59.0)",[],rn1qkb1r/pp3ppp/5n2/1N1pN3/8/8/PPPP1PPP/R1BQK2R b KQkq - 0 8
157,1.81,"(95.4, 60.9)",['d8e7'],rn2kb1r/pp2qppp/5n2/1N1pN3/8/8/PPPP1PPP/R1BQK2R w KQkq - 1 9
158,1.81,"(95.4, 60.9)",[],rn2kb1r/pp2qppp/5n2/1N1pN3/8/8/PPPP1PPP/R1BQK2R w KQkq - 1 9
159,1.81,"(95.4, 60.9)",[],rn2kb1r/pp2qppp/5n2/1N1pN3/8/8/PPPP1PPP/R1BQK2R w KQkq - 1 9
160,1.81,"(95.4, 60.9)",[],rn2kb1r/pp2qppp/5n2/1N1pN3/8/8/PPPP1PPP/R1BQK2R w KQkq - 1 9
161,1.81,"(95.4, 60.9)",[],rn2kb1r/pp2qppp/5n2/1N1pN3/8/8/PPPP1PPP/R1BQK2R w KQkq - 1 9
162,1.81,"(95.4, 60.9)",[],rn2kb1r/pp2qppp/5n2/1N1pN3/8/8/PPPP1PPP/R1BQK2R w KQkq - 1 9
163,1.81,"(95.4, 60.9)",[],rn2kb1r/pp2qppp/5n2/1N1pN3/8/8/PPPP1PPP/R1BQK2R w KQkq - 1 9
164,1.81,"(95.4, 60.9)",[],rn2kb1r/pp2qppp/5n2/1N1pN3/8/8/PPPP1PPP/R1BQK2R w KQkq - 1 9
165,1.81,"(95.4, 60.9)",[],rn2kb1r/pp2qppp/5n2/1N1pN3/8/8/PPPP1PPP/R1BQK2R w KQkq - 1 9
166,1.81,"(95.4, 60.9)",[],rn2kb1r/pp2qppp/5n2/1N1pN3/8/8/PPPP1PPP/R1BQK2R w KQkq - 1 9
